image_id,has_liquid,liquid_level,liquid_level_en,pose,scene,source
coco_IMG_20250401_152202_jpg.rf.5TtUG8ySBn3E5melr8Dn.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_152202_jpg.rf.5TtUG8ySBn3E5melr8Dn.jpg
coco_IMG_20250401_163632_jpg.rf.GjWNTIJRF7MInbxAQIUu.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_163632_jpg.rf.GjWNTIJRF7MInbxAQIUu.jpg
coco_IMG_20250401_155744_jpg.rf.5zvdSDHgIzVsxtlYa5q5.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_155744_jpg.rf.5zvdSDHgIzVsxtlYa5q5.jpg
coco_IMG_20250401_145748_jpg.rf.XBdNxyO2HqJ6IVYf5zwq.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_145748_jpg.rf.XBdNxyO2HqJ6IVYf5zwq.jpg
coco_IMG_20250401_160539_jpg.rf.KgQEhwW597YPiyI1ojLZ.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_160539_jpg.rf.KgQEhwW597YPiyI1ojLZ.jpg
coco_IMG_20250401_150221_jpg.rf.LIfU6bbtJHZSeYpGnPup.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_150221_jpg.rf.LIfU6bbtJHZSeYpGnPup.jpg
coco_IMG_20250401_151134_jpg.rf.ZFxlkJWajuXta9x2Z9VF.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_151134_jpg.rf.ZFxlkJWajuXta9x2Z9VF.jpg
coco_IMG_20250401_152506_jpg.rf.L4rczmb6hoRre7vVA4Ry.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_152506_jpg.rf.L4rczmb6hoRre7vVA4Ry.jpg
coco_IMG_20250401_152502_jpg.rf.Z5K1VRZ0ZpPvhtpPNC1h.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_152502_jpg.rf.Z5K1VRZ0ZpPvhtpPNC1h.jpg
coco_IMG_20250401_151823_jpg.rf.KgjGBqV1FWMLogTsjH7b.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_151823_jpg.rf.KgjGBqV1FWMLogTsjH7b.jpg
coco_IMG_20250401_163315_jpg.rf.TvQw7QeP2ljSYVRKFdCI.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163315_jpg.rf.TvQw7QeP2ljSYVRKFdCI.jpg
coco_IMG_20250401_163538_jpg.rf.H27ZA4ncqzJEfvJNY2On.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163538_jpg.rf.H27ZA4ncqzJEfvJNY2On.jpg
coco_IMG_20250401_155645_jpg.rf.6QL9BY36eLRumdblY5fX.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_155645_jpg.rf.6QL9BY36eLRumdblY5fX.jpg
coco_IMG_20250401_145947_jpg.rf.ZNPtlLSIg3H82TYi1IqI.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_145947_jpg.rf.ZNPtlLSIg3H82TYi1IqI.jpg
coco_IMG_20250401_154912_jpg.rf.wspyHXQOhs0LU9sMteTp.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_154912_jpg.rf.wspyHXQOhs0LU9sMteTp.jpg
coco_IMG_20250401_150208_jpg.rf.XtMcfHyGkdEKVdhKbmcv.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_150208_jpg.rf.XtMcfHyGkdEKVdhKbmcv.jpg
coco_IMG_20250401_155036_jpg.rf.LScDYXh3pQ1dMJoX9PcH.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_155036_jpg.rf.LScDYXh3pQ1dMJoX9PcH.jpg
coco_IMG_20250401_152159_jpg.rf.ZPHlFOx8BEskbYD8xqxk.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_152159_jpg.rf.ZPHlFOx8BEskbYD8xqxk.jpg
coco_IMG_20250401_152257_jpg.rf.wtsoBLdE73va6dEf21G5.jpg,1,较多,large,unknown,coco,coco:coco:IMG_20250401_152257_jpg.rf.wtsoBLdE73va6dEf21G5.jpg
coco_IMG_20250401_163557_jpg.rf.Zs5vBPXUIqJaA9sl8Cp9.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163557_jpg.rf.Zs5vBPXUIqJaA9sl8Cp9.jpg
coco_IMG_20250401_150112_jpg.rf.wjmVQyGAzuSvO76fKbzY.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_150112_jpg.rf.wjmVQyGAzuSvO76fKbzY.jpg
coco_IMG_20250401_152638_jpg.rf.URbEOYt18FfMMSlJTs9d.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_152638_jpg.rf.URbEOYt18FfMMSlJTs9d.jpg
coco_IMG_20250401_152303_jpg.rf.UJAvAPZCcat86mRN69ot.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_152303_jpg.rf.UJAvAPZCcat86mRN69ot.jpg
coco_IMG_20250401_151213_jpg.rf.x42AQfOkolG6dqnX4TLj.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_151213_jpg.rf.x42AQfOkolG6dqnX4TLj.jpg
coco_IMG_20250401_155622_jpg.rf.XnYvnu58FdxO3BMJZvX6.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_155622_jpg.rf.XnYvnu58FdxO3BMJZvX6.jpg
coco_IMG_20250401_151848_jpg.rf.xMV17Hg7b9xDRlagpxBa.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_151848_jpg.rf.xMV17Hg7b9xDRlagpxBa.jpg
coco_IMG_20250401_151623_jpg.rf.ZYqYQPVkDPKg7JidU7BN.jpg,1,较多,large,unknown,coco,coco:coco:IMG_20250401_151623_jpg.rf.ZYqYQPVkDPKg7JidU7BN.jpg
coco_IMG_20250401_151204_jpg.rf.xO4BPQc9u4NyGO8sn3yL.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_151204_jpg.rf.xO4BPQc9u4NyGO8sn3yL.jpg
coco_IMG_20250401_150615_jpg.rf.ZVxKXw7Mfa7bqd8SRqQU.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_150615_jpg.rf.ZVxKXw7Mfa7bqd8SRqQU.jpg
coco_IMG_20250401_155710_jpg.rf.a0Mwd01cDnM4LWeM6fcY.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_155710_jpg.rf.a0Mwd01cDnM4LWeM6fcY.jpg
coco_IMG_20250401_152109_jpg.rf.HwvCprT5uCOS3U5SQOht.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_152109_jpg.rf.HwvCprT5uCOS3U5SQOht.jpg
coco_IMG_20250401_150617_jpg.rf.V7tVj6vLMq6m8RUlJTRc.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_150617_jpg.rf.V7tVj6vLMq6m8RUlJTRc.jpg
coco_IMG_20250401_160505_jpg.rf.HZM7nLysxqFYZLV2ozd9.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_160505_jpg.rf.HZM7nLysxqFYZLV2ozd9.jpg
coco_IMG_20250401_163836_jpg.rf.U2tJj6R3vvKm436xV0E8.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163836_jpg.rf.U2tJj6R3vvKm436xV0E8.jpg
coco_IMG_20250401_155624_jpg.rf.I5IRVsXO20h3T8gClvau.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_155624_jpg.rf.I5IRVsXO20h3T8gClvau.jpg
coco_IMG_20250401_163249_jpg.rf.I8sO56hOPi4hM1rloP1H.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163249_jpg.rf.I8sO56hOPi4hM1rloP1H.jpg
coco_IMG_20250401_163415_jpg.rf.a80aOjdVPKoyDg8wZIHG.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_163415_jpg.rf.a80aOjdVPKoyDg8wZIHG.jpg
coco_IMG_20250401_154958_jpg.rf.I1ljVgU1hPOEtP2GZ08a.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_154958_jpg.rf.I1ljVgU1hPOEtP2GZ08a.jpg
coco_IMG_20250401_160451_jpg.rf.a4in4xeyhK5TjTK3Yf88.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_160451_jpg.rf.a4in4xeyhK5TjTK3Yf88.jpg
coco_IMG_20250401_163540_jpg.rf.IV8cpM6l8uK8CrGRT6BJ.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163540_jpg.rf.IV8cpM6l8uK8CrGRT6BJ.jpg
coco_IMG_20250401_150053_jpg.rf.VeQoA2UqqLLc2hxPdahl.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_150053_jpg.rf.VeQoA2UqqLLc2hxPdahl.jpg
coco_IMG_20250401_150138_jpg.rf.IGMZH2TPnXr7x8Yg2e2N.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_150138_jpg.rf.IGMZH2TPnXr7x8Yg2e2N.jpg
coco_IMG_20250401_150030_jpg.rf.VZ64ABRdqZ3Sxqa5iYfU.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_150030_jpg.rf.VZ64ABRdqZ3Sxqa5iYfU.jpg
coco_IMG_20250401_150414-2_jpg.rf.WbQlh3p26z2IL52IYZTS.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_150414-2_jpg.rf.WbQlh3p26z2IL52IYZTS.jpg
coco_IMG_20250401_163148_jpg.rf.xnILHJHBxE1EoAyFgK8u.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_163148_jpg.rf.xnILHJHBxE1EoAyFgK8u.jpg
coco_IMG_20250401_145944_jpg.rf.xvxEngwwOAD0qCJ6gPFP.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_145944_jpg.rf.xvxEngwwOAD0qCJ6gPFP.jpg
coco_IMG_20250401_152441_jpg.rf.WT8DIFWTJKhCCFEChNCm.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_152441_jpg.rf.WT8DIFWTJKhCCFEChNCm.jpg
coco_IMG_20250401_151729_jpg.rf.VLaEZopA4hb39yGNbzFd.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_151729_jpg.rf.VLaEZopA4hb39yGNbzFd.jpg
coco_IMG_20250401_152157_jpg.rf.VcLmS2iYQNcSTX1CXKZP.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_152157_jpg.rf.VcLmS2iYQNcSTX1CXKZP.jpg
coco_IMG_20250401_155751_jpg.rf.yDGEiJLtihavETtoYiI0.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_155751_jpg.rf.yDGEiJLtihavETtoYiI0.jpg
coco_IMG_20250401_152604_jpg.rf.y1sgGEhhwP1x2TOUwEWd.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_152604_jpg.rf.y1sgGEhhwP1x2TOUwEWd.jpg
coco_IMG_20250401_154915_jpg.rf.ynG0BBm40yfrIkmdImCq.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_154915_jpg.rf.ynG0BBm40yfrIkmdImCq.jpg
coco_IMG_20250401_152711_jpg.rf.WXDIb8AG3DojwH6eOsrE.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_152711_jpg.rf.WXDIb8AG3DojwH6eOsrE.jpg
coco_IMG_20250401_151235_jpg.rf.zTAKu8ok4G62QqIKNd4o.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_151235_jpg.rf.zTAKu8ok4G62QqIKNd4o.jpg
coco_IMG_20250401_163021_jpg.rf.xfbPCE7jUaXuhrteJz39.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163021_jpg.rf.xfbPCE7jUaXuhrteJz39.jpg
coco_IMG_20250401_152353_jpg.rf.IokKPchczLS3OE8mMroR.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_152353_jpg.rf.IokKPchczLS3OE8mMroR.jpg
coco_IMG_20250401_155419_jpg.rf.yTndKeky2Rxe7r2kcUiA.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_155419_jpg.rf.yTndKeky2Rxe7r2kcUiA.jpg
coco_IMG_20250401_155053_jpg.rf.W0OgZOPbPztjprksQpY7.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_155053_jpg.rf.W0OgZOPbPztjprksQpY7.jpg
coco_IMG_20250401_160441_jpg.rf.yu233eNzGI7IiQaA1W7H.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_160441_jpg.rf.yu233eNzGI7IiQaA1W7H.jpg
coco_IMG_20250401_163036_jpg.rf.yMJeH5gKBnszRYKRZa1d.jpg,1,较多,large,unknown,coco,coco:coco:IMG_20250401_163036_jpg.rf.yMJeH5gKBnszRYKRZa1d.jpg
coco_IMG_20250401_163513_jpg.rf.zlh2mGx9w2WYDHu2uRtX.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163513_jpg.rf.zlh2mGx9w2WYDHu2uRtX.jpg
coco_IMG_20250401_155745_jpg.rf.CPNDtJBTZrrPApZZVnv2.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_155745_jpg.rf.CPNDtJBTZrrPApZZVnv2.jpg
coco_IMG_20250401_150224_jpg.rf.zu8SaaAuF9UBlK96uYE5.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_150224_jpg.rf.zu8SaaAuF9UBlK96uYE5.jpg
coco_IMG_20250401_152527_jpg.rf.JgHbi1NwYgZjzlBFRnfp.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_152527_jpg.rf.JgHbi1NwYgZjzlBFRnfp.jpg
coco_IMG_20250401_160534_jpg.rf.VpZ2FRBF2ebJRi4G9Oqk.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_160534_jpg.rf.VpZ2FRBF2ebJRi4G9Oqk.jpg
coco_IMG_20250401_160555_jpg.rf.JhwC2fsQZOOGe1S5VFGd.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_160555_jpg.rf.JhwC2fsQZOOGe1S5VFGd.jpg
coco_IMG_20250401_154933_jpg.rf.xpd1UKrBYNj5udmJ5Jd2.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_154933_jpg.rf.xpd1UKrBYNj5udmJ5Jd2.jpg
coco_IMG_20250401_163937_jpg.rf.yXuJwsma0EyuYbqAzjyb.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163937_jpg.rf.yXuJwsma0EyuYbqAzjyb.jpg
coco_IMG_20250401_160634_jpg.rf.DAOHBm49wcsLl7BT4WuF.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_160634_jpg.rf.DAOHBm49wcsLl7BT4WuF.jpg
coco_IMG_20250401_155056_jpg.rf.CKZABwIRBNrHjtndRTbo.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_155056_jpg.rf.CKZABwIRBNrHjtndRTbo.jpg
coco_IMG_20250401_155454_jpg.rf.CuG95mM0n6YYIFAFOP3c.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_155454_jpg.rf.CuG95mM0n6YYIFAFOP3c.jpg
coco_IMG_20250401_152636_jpg.rf.EOAHrrE8WpHEG95QyI2J.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_152636_jpg.rf.EOAHrrE8WpHEG95QyI2J.jpg
coco_IMG_20250401_152106-2_jpg.rf.JbQnamRL5l9RTWYdbTbR.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_152106-2_jpg.rf.JbQnamRL5l9RTWYdbTbR.jpg
coco_IMG_20250401_152220_jpg.rf.JzxwqFJ0NBK4Q0XYg8C7.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_152220_jpg.rf.JzxwqFJ0NBK4Q0XYg8C7.jpg
coco_IMG_20250401_152417_jpg.rf.Dz54erFPSkSaXf5KnFkR.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_152417_jpg.rf.Dz54erFPSkSaXf5KnFkR.jpg
coco_IMG_20250401_152545_jpg.rf.DjdaQZE7j2gBXEZibYMD.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_152545_jpg.rf.DjdaQZE7j2gBXEZibYMD.jpg
coco_IMG_20250401_150513_jpg.rf.DQ19tQRDmq42jpIhZeOl.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_150513_jpg.rf.DQ19tQRDmq42jpIhZeOl.jpg
coco_IMG_20250401_155452_jpg.rf.E3QqRPg7DohrzY0SVOBo.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_155452_jpg.rf.E3QqRPg7DohrzY0SVOBo.jpg
coco_IMG_20250401_150056_jpg.rf.DNdu6hxd4sd1yj22xRNs.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_150056_jpg.rf.DNdu6hxd4sd1yj22xRNs.jpg
coco_IMG_20250401_151635_jpg.rf.ENlHKpLsuoj5RzY8k8ZL.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_151635_jpg.rf.ENlHKpLsuoj5RzY8k8ZL.jpg
coco_IMG_20250401_151529_jpg.rf.zgHdvpPjtZmeudDvg5cv.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_151529_jpg.rf.zgHdvpPjtZmeudDvg5cv.jpg
coco_IMG_20250401_155707_jpg.rf.JuDoe5L5VGNrHTGlSfbv.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_155707_jpg.rf.JuDoe5L5VGNrHTGlSfbv.jpg
coco_IMG_20250401_163738_jpg.rf.Js71zVAekHLUQUH859To.jpg,1,较多,large,unknown,coco,coco:coco:IMG_20250401_163738_jpg.rf.Js71zVAekHLUQUH859To.jpg
coco_IMG_20250401_155604_jpg.rf.IstvNJ2HnYiMWkqEHiod.jpg,1,较多,large,unknown,coco,coco:coco:IMG_20250401_155604_jpg.rf.IstvNJ2HnYiMWkqEHiod.jpg
coco_IMG_20250401_150805_jpg.rf.JSRCrsLMwT5mDY6hHiDW.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_150805_jpg.rf.JSRCrsLMwT5mDY6hHiDW.jpg
coco_IMG_20250401_163627_jpg.rf.IlZ0kpLf08enht52z305.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_163627_jpg.rf.IlZ0kpLf08enht52z305.jpg
coco_IMG_20250401_163235_jpg.rf.DLK64uaTHjAck03J9Czf.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_163235_jpg.rf.DLK64uaTHjAck03J9Czf.jpg
coco_IMG_20250401_155730_jpg.rf.EPLfRbUXqpD3fX2d5Tuf.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_155730_jpg.rf.EPLfRbUXqpD3fX2d5Tuf.jpg
coco_IMG_20250401_145925_jpg.rf.Ebo7XHFjF9Fc0t8YIsgt.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_145925_jpg.rf.Ebo7XHFjF9Fc0t8YIsgt.jpg
coco_IMG_20250401_163150_jpg.rf.EW9VrnJnreWo67ioX40o.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_163150_jpg.rf.EW9VrnJnreWo67ioX40o.jpg
coco_IMG_20250401_154850_jpg.rf.EJTVqrao3Il5JuWgxrDm.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_154850_jpg.rf.EJTVqrao3Il5JuWgxrDm.jpg
coco_IMG_20250401_155728_jpg.rf.bIXLcGdN2pXqG5sSDZzc.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_155728_jpg.rf.bIXLcGdN2pXqG5sSDZzc.jpg
coco_IMG_20250401_150110_jpg.rf.DMAye2vwmxK6wlIUbsuc.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_150110_jpg.rf.DMAye2vwmxK6wlIUbsuc.jpg
coco_IMG_20250401_163417_jpg.rf.Etl1tIyE87jT9p6pFvfq.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_163417_jpg.rf.Etl1tIyE87jT9p6pFvfq.jpg
coco_IMG_20250401_160615_jpg.rf.EvdB5xYkzrKZTzxJGXyf.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_160615_jpg.rf.EvdB5xYkzrKZTzxJGXyf.jpg
coco_IMG_20250401_151733_jpg.rf.F0Vd2V4Zft7F24XZXziE.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_151733_jpg.rf.F0Vd2V4Zft7F24XZXziE.jpg
coco_IMG_20250401_160611_jpg.rf.Ep4y6rx42YGfvY1EKBIF.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_160611_jpg.rf.Ep4y6rx42YGfvY1EKBIF.jpg
coco_IMG_20250401_150202_jpg.rf.G6PBsSKUHioHEnJwoE5E.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_150202_jpg.rf.G6PBsSKUHioHEnJwoE5E.jpg
coco_IMG_20250401_163941_jpg.rf.aRkmtKmIUtCQiQ1y1cNz.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163941_jpg.rf.aRkmtKmIUtCQiQ1y1cNz.jpg
coco_IMG_20250401_163700_jpg.rf.FVtfKrdnaYf8PUv9U8Ya.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163700_jpg.rf.FVtfKrdnaYf8PUv9U8Ya.jpg
coco_IMG_20250401_150730_jpg.rf.FLJs6tLrrNnnhyBbYk8A.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_150730_jpg.rf.FLJs6tLrrNnnhyBbYk8A.jpg
coco_IMG_20250401_163647_jpg.rf.F1uXI3JBJhfxjTtPzx57.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_163647_jpg.rf.F1uXI3JBJhfxjTtPzx57.jpg
coco_IMG_20250401_151402_jpg.rf.Ewm1P3UgdpRrJkrjIoNJ.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_151402_jpg.rf.Ewm1P3UgdpRrJkrjIoNJ.jpg
coco_IMG_20250401_150515_jpg.rf.F0rkI81xZ9wBX4xWDGHW.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_150515_jpg.rf.F0rkI81xZ9wBX4xWDGHW.jpg
coco_IMG_20250401_152350_jpg.rf.ayEt32H29HxuABHJowWg.jpg,1,少量,small,unknown,coco,coco:coco:IMG_20250401_152350_jpg.rf.ayEt32H29HxuABHJowWg.jpg
coco_IMG_20250401_163700-2_jpg.rf.anGALRPkyux868zoYATp.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163700-2_jpg.rf.anGALRPkyux868zoYATp.jpg
coco_IMG_20250401_151003_jpg.rf.by4xYIJhoP3ZtaUC01E5.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_151003_jpg.rf.by4xYIJhoP3ZtaUC01E5.jpg
coco_IMG_20250401_151600_jpg.rf.bx2V0LyfeU7XzvpVJIv0.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_151600_jpg.rf.bx2V0LyfeU7XzvpVJIv0.jpg
coco_IMG_20250401_163554_jpg.rf.ab6jbsJunaAidYpWxIA3.jpg,1,较多,large,unknown,coco,coco:coco:IMG_20250401_163554_jpg.rf.ab6jbsJunaAidYpWxIA3.jpg
coco_IMG_20250401_150416_jpg.rf.bYfHYTr99ZTQDRORrAno.jpg,0,无,none,unknown,coco,coco:coco:IMG_20250401_150416_jpg.rf.bYfHYTr99ZTQDRORrAno.jpg
coco_IMG_20250401_145752_jpg.rf.G2VoqvQZ4LVzOz3a7NcE.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_145752_jpg.rf.G2VoqvQZ4LVzOz3a7NcE.jpg
coco_IMG_20250401_163913_jpg.rf.bloUDIxOCKH4N1GNrEfP.jpg,1,中等,medium,unknown,coco,coco:coco:IMG_20250401_163913_jpg.rf.bloUDIxOCKH4N1GNrEfP.jpg
